1	35	120	
2	63	120	
3	63	120	
4	70	120	
5	70	120	
6	70	120	
7	63	120	
8	35	120	
9	63	120	
10	35	117	
11	63	114	
12	50	109.5	
13	40	109.5	
14	50	109.5	
15	70	130	
16	50	109.5	
17	40	109.5	
18	70	124	
19	70	120	
20	63	114	
21	58.35	112.7	
22	70	120	
23	63	120	
24	35	113	
25	55	108.5	
