   1.0000000e+00  -4.3440000e+00  -1.7140000e+00   0.0000000e+00   0.0000000e+00
   2.0000000e+00  -1.5520000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.0000000e+00  -9.0000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.0000000e+00  -3.5600000e-01  -1.7400000e-01   4.9200000e-01   0.0000000e+00
   5.0000000e+00   0.0000000e+00  -8.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.0000000e+00   0.0000000e+00   0.0000000e+00   3.1800000e-01   0.0000000e+00
   8.0000000e+00   0.0000000e+00   0.0000000e+00   3.6600000e-01   0.0000000e+00
   9.0000000e+00   0.0000000e+00   0.0000000e+00   4.6800000e-01   0.0000000e+00
   1.0000000e+01   0.0000000e+00   1.6820000e+00   0.0000000e+00   0.0000000e+00
   1.1000000e+01   0.0000000e+00   7.2500000e+00   0.0000000e+00   0.0000000e+00
   1.2000000e+01   1.3000000e+00  -5.0000000e-02   2.0000000e-01   0.0000000e+00
   1.3000000e+01   1.7110000e+00  -5.0000000e-01   6.6300000e-01   0.0000000e+00
   1.4000000e+01   2.8170000e+00  -1.6900000e-01   5.4300000e-01   0.0000000e+00
   1.5000000e+01   9.5080000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
