238	7	51	64	65	127	
239	9	63	64	65	78	
240	7	63	64	65	127	
241	9	53	66	67	68	
242	9	53	66	67	80	
243	7	126	66	67	68	
244	7	126	66	67	80	
245	13	66	67	68	69	
246	13	66	67	68	55	
247	11	80	67	68	69	
248	11	80	67	68	55	
249	11	67	68	69	82	
250	11	67	68	69	70	
251	11	55	68	69	82	
252	11	55	68	69	70	
253	11	82	69	70	57	
254	11	82	69	70	71	
255	11	68	69	70	57	
256	11	68	69	70	71	
257	11	57	70	71	84	
258	11	57	70	71	72	
259	11	69	70	71	84	
260	11	69	70	71	72	
261	11	84	71	72	73	
262	11	84	71	72	59	
263	11	70	71	72	73	
264	11	70	71	72	59	
265	11	59	72	73	74	
266	11	59	72	73	86	
267	11	71	72	73	74	
268	11	71	72	73	86	
269	11	86	73	74	75	
270	11	86	73	74	61	
271	11	72	73	74	75	
272	11	72	73	74	61	
273	11	73	74	75	76	
274	11	73	74	75	88	
275	11	61	74	75	76	
276	11	61	74	75	88	
277	11	74	75	76	77	
278	11	74	75	76	63	
279	11	88	75	76	77	
280	11	88	75	76	63	
281	11	75	76	77	90	
282	11	75	76	77	78	
283	11	63	76	77	90	
284	11	63	76	77	78	
285	13	90	77	78	65	
286	10	90	77	78	128	
287	13	76	77	78	65	
288	10	76	77	78	128	
289	10	129	79	80	81	
290	10	129	79	80	67	
291	11	92	79	80	81	
292	11	92	79	80	67	
293	11	67	80	81	82	
294	11	67	80	81	94	
295	11	79	80	81	82	
296	11	79	80	81	94	
297	11	94	81	82	83	
298	11	94	81	82	69	
299	11	80	81	82	83	
300	11	80	81	82	69	
301	11	81	82	83	84	
302	11	81	82	83	96	
303	11	69	82	83	84	
304	11	69	82	83	96	
305	11	82	83	84	85	
306	11	82	83	84	71	
307	11	96	83	84	85	
308	11	96	83	84	71	
309	11	83	84	85	98	
310	11	83	84	85	86	
311	11	71	84	85	98	
312	11	71	84	85	86	
313	11	98	85	86	73	
314	11	98	85	86	87	
315	11	84	85	86	73	
316	11	84	85	86	87	
317	11	73	86	87	100	
318	11	73	86	87	88	
319	11	85	86	87	100	
320	11	85	86	87	88	
321	11	100	87	88	89	
322	11	100	87	88	75	
323	11	86	87	88	89	
324	11	86	87	88	75	
325	11	75	88	89	90	
326	11	75	88	89	102	
327	11	87	88	89	90	
328	11	87	88	89	102	
329	11	102	89	90	91	
330	11	102	89	90	77	
331	11	88	89	90	91	
332	11	88	89	90	77	
333	10	89	90	91	131	
334	11	89	90	91	104	
335	10	77	90	91	131	
336	11	77	90	91	104	
337	10	130	92	93	94	
338	16	130	92	93	111	
339	11	79	92	93	94	
340	10	79	92	93	111	
341	11	92	93	94	81	
342	11	92	93	94	95	
343	10	111	93	94	81	
344	10	111	93	94	95	
345	10	81	94	95	112	
346	11	81	94	95	96	
347	10	93	94	95	112	
348	11	93	94	95	96	
349	12	112	95	96	97	
350	10	112	95	96	83	
351	13	94	95	96	97	
352	11	94	95	96	83	
353	7	83	96	97	113	
354	9	83	96	97	98	
355	7	95	96	97	113	
356	9	95	96	97	98	
357	6	113	97	98	99	
358	7	113	97	98	85	
359	8	96	97	98	99	
360	9	96	97	98	85	
361	8	97	98	99	100	
362	6	97	98	99	114	
363	9	85	98	99	100	
364	7	85	98	99	114	
365	8	98	99	100	101	
366	9	98	99	100	87	
367	6	114	99	100	101	
368	7	114	99	100	87	
369	6	99	100	101	115	
370	8	99	100	101	102	
371	7	87	100	101	115	
372	9	87	100	101	102	
373	7	115	101	102	89	
374	7	115	101	102	103	
375	9	100	101	102	89	
376	9	100	101	102	103	
377	10	89	102	103	116	
378	11	89	102	103	104	
379	12	101	102	103	116	
380	13	101	102	103	104	
381	10	116	103	104	91	
382	16	116	103	104	132	
383	11	102	103	104	91	
384	10	102	103	104	132	
385	17	2	1	14	118	
386	5	2	1	14	15	
387	15	117	1	14	118	
388	7	117	1	14	15	
389	13	2	3	16	17	
390	13	2	3	16	15	
391	13	4	3	16	17	
392	13	4	3	16	15	
393	13	4	5	18	17	
394	13	4	5	18	19	
395	11	6	5	18	17	
396	11	6	5	18	19	
397	11	6	7	20	19	
398	11	6	7	20	21	
399	11	8	7	20	19	
400	11	8	7	20	21	
401	11	10	9	22	21	
402	11	10	9	22	23	
403	11	8	9	22	21	
404	11	8	9	22	23	
405	11	10	11	24	25	
406	11	10	11	24	23	
407	13	12	11	24	25	
408	13	12	11	24	23	
409	8	12	13	26	25	
410	6	12	13	26	120	
411	14	119	13	26	25	
412	15	119	13	26	120	
413	11	14	15	28	27	
414	11	14	15	28	29	
415	11	16	15	28	27	
416	11	16	15	28	29	
417	11	18	17	30	29	
418	11	18	17	30	31	
419	11	16	17	30	29	
420	11	16	17	30	31	
421	11	18	19	32	33	
422	11	18	19	32	31	
423	11	20	19	32	33	
424	11	20	19	32	31	
425	11	20	21	34	33	
426	11	20	21	34	35	
427	11	22	21	34	33	
428	11	22	21	34	35	
429	11	22	23	36	35	
430	11	22	23	36	37	
431	11	24	23	36	35	
432	11	24	23	36	37	
433	13	26	25	38	37	
434	13	26	25	38	39	
435	11	24	25	38	37	
436	11	24	25	38	39	
437	10	121	27	40	41	
438	16	121	27	40	122	
439	11	28	27	40	41	
440	10	28	27	40	122	
441	11	28	29	42	41	
442	11	28	29	42	43	
443	11	30	29	42	41	
444	11	30	29	42	43	
445	11	30	31	44	43	
446	11	30	31	44	45	
447	11	32	31	44	43	
448	11	32	31	44	45	
449	11	34	33	46	45	
450	11	34	33	46	47	
451	11	32	33	46	45	
452	11	32	33	46	47	
453	11	34	35	48	49	
454	11	34	35	48	47	
455	11	36	35	48	49	
456	11	36	35	48	47	
457	11	36	37	50	49	
458	11	36	37	50	51	
459	11	38	37	50	49	
460	11	38	37	50	51	
461	14	123	39	52	51	
462	15	123	39	52	124	
463	9	38	39	52	51	
464	7	38	39	52	124	
465	11	42	41	54	53	
466	11	42	41	54	55	
467	11	40	41	54	53	
468	11	40	41	54	55	
469	11	42	43	56	57	
470	11	42	43	56	55	
471	11	44	43	56	57	
472	11	44	43	56	55	
473	11	44	45	58	57	
474	11	44	45	58	59	
475	11	46	45	58	57	
476	11	46	45	58	59	
477	11	46	47	60	59	
478	11	46	47	60	61	
479	11	48	47	60	59	
480	11	48	47	60	61	
481	11	50	49	62	61	
482	11	50	49	62	63	
483	11	48	49	62	61	
484	11	48	49	62	63	
485	13	50	51	64	65	
486	11	50	51	64	63	
487	18	52	51	64	65	
488	13	52	51	64	63	
489	14	125	53	66	67	
490	15	125	53	66	126	
491	9	54	53	66	67	
492	7	54	53	66	126	
493	11	54	55	68	67	
494	11	54	55	68	69	
495	11	56	55	68	67	
496	11	56	55	68	69	
497	11	58	57	70	69	
498	11	58	57	70	71	
499	11	56	57	70	69	
500	11	56	57	70	71	
501	11	58	59	72	73	
502	11	58	59	72	71	
503	11	60	59	72	73	
504	11	60	59	72	71	
505	11	60	61	74	73	
506	11	60	61	74	75	
507	11	62	61	74	73	
508	11	62	61	74	75	
509	11	62	63	76	75	
510	11	62	63	76	77	
511	11	64	63	76	75	
512	11	64	63	76	77	
513	7	127	65	78	77	
514	15	127	65	78	128	
515	9	64	65	78	77	
516	14	64	65	78	128	
517	13	66	67	80	81	
518	13	66	67	80	79	
519	11	68	67	80	81	
520	11	68	67	80	79	
521	11	68	69	82	81	
522	11	68	69	82	83	
523	11	70	69	82	81	
524	11	70	69	82	83	
525	11	70	71	84	83	
526	11	70	71	84	85	
527	11	72	71	84	83	
528	11	72	71	84	85	
529	11	74	73	86	85	
530	11	74	73	86	87	
531	11	72	73	86	85	
532	11	72	73	86	87	
533	11	74	75	88	89	
534	11	74	75	88	87	
535	11	76	75	88	89	
536	11	76	75	88	87	
537	11	76	77	90	89	
538	11	76	77	90	91	
539	11	78	77	90	89	
540	11	78	77	90	91	
541	16	129	79	92	130	
542	10	129	79	92	93	
543	10	80	79	92	130	
544	11	80	79	92	93	
545	11	82	81	94	93	
546	11	82	81	94	95	
547	11	80	81	94	93	
548	11	80	81	94	95	
549	13	82	83	96	97	
550	11	82	83	96	95	
551	13	84	83	96	97	
552	11	84	83	96	95	
553	13	84	85	98	97	
554	13	84	85	98	99	
555	13	86	85	98	97	
556	13	86	85	98	99	
557	13	86	87	100	99	
558	13	86	87	100	101	
559	13	88	87	100	99	
560	13	88	87	100	101	
561	13	90	89	102	101	
562	11	90	89	102	103	
563	13	88	89	102	101	
564	11	88	89	102	103	
565	10	90	91	104	132	
566	11	90	91	104	103	
567	16	131	91	104	132	
568	10	131	91	104	103	
569	19	1	2	105	133	
570	20	3	2	105	133	
571	20	3	4	106	134	
572	20	5	4	106	134	
573	20	11	12	110	135	
574	20	13	12	110	135	
575	20	98	97	113	136	
576	20	96	97	113	136	
577	20	98	99	114	137	
578	20	100	99	114	137	
579	20	100	101	115	138	
580	20	102	101	115	138	
581	19	2	1	117	139	
582	20	14	1	117	139	
583	20	25	26	120	140	
584	20	13	26	120	140	
585	20	51	52	124	141	
586	20	39	52	124	141	
587	20	67	66	126	142	
588	20	53	66	126	142	
589	20	78	65	127	143	
590	20	64	65	127	143	
