1	1	117	1	2	105	
2	2	117	1	2	3	
3	2	14	1	2	105	
4	3	14	1	2	3	
5	4	1	2	3	4	
6	5	1	2	3	16	
7	6	105	2	3	4	
8	7	105	2	3	16	
9	6	2	3	4	106	
10	8	2	3	4	5	
11	7	16	3	4	106	
12	9	16	3	4	5	
13	7	106	4	5	18	
14	7	106	4	5	6	
15	9	3	4	5	18	
16	9	3	4	5	6	
17	10	18	5	6	107	
18	11	18	5	6	7	
19	12	4	5	6	107	
20	13	4	5	6	7	
21	10	107	6	7	20	
22	10	107	6	7	8	
23	11	5	6	7	20	
24	11	5	6	7	8	
25	11	20	7	8	9	
26	10	20	7	8	108	
27	11	6	7	8	9	
28	10	6	7	8	108	
29	10	108	8	9	10	
30	10	108	8	9	22	
31	11	7	8	9	10	
32	11	7	8	9	22	
33	11	22	9	10	11	
34	10	22	9	10	109	
35	11	8	9	10	11	
36	10	8	9	10	109	
37	13	9	10	11	12	
38	11	9	10	11	24	
39	12	109	10	11	12	
40	10	109	10	11	24	
41	9	10	11	12	13	
42	7	10	11	12	110	
43	9	24	11	12	13	
44	7	24	11	12	110	
45	8	11	12	13	26	
46	14	11	12	13	119	
47	6	110	12	13	26	
48	15	110	12	13	119	
49	13	1	14	15	28	
50	13	1	14	15	16	
51	10	118	14	15	28	
52	10	118	14	15	16	
53	11	28	15	16	17	
54	11	28	15	16	3	
55	11	14	15	16	17	
56	11	14	15	16	3	
57	11	3	16	17	18	
58	11	3	16	17	30	
59	11	15	16	17	18	
60	11	15	16	17	30	
61	11	30	17	18	19	
62	11	30	17	18	5	
63	11	16	17	18	19	
64	11	16	17	18	5	
65	11	17	18	19	20	
66	11	17	18	19	32	
67	11	5	18	19	20	
68	11	5	18	19	32	
69	11	18	19	20	21	
70	11	18	19	20	7	
71	11	32	19	20	21	
72	11	32	19	20	7	
73	11	19	20	21	34	
74	11	19	20	21	22	
75	11	7	20	21	34	
76	11	7	20	21	22	
77	11	34	21	22	9	
78	11	34	21	22	23	
79	11	20	21	22	9	
80	11	20	21	22	23	
81	11	9	22	23	36	
82	11	9	22	23	24	
83	11	21	22	23	36	
84	11	21	22	23	24	
85	11	36	23	24	25	
86	11	36	23	24	11	
87	11	22	23	24	25	
88	11	22	23	24	11	
89	13	11	24	25	26	
90	11	11	24	25	38	
91	13	23	24	25	26	
92	11	23	24	25	38	
93	9	38	25	26	13	
94	7	38	25	26	120	
95	9	24	25	26	13	
96	7	24	25	26	120	
97	10	121	27	28	29	
98	10	121	27	28	15	
99	11	40	27	28	29	
100	11	40	27	28	15	
101	11	27	28	29	42	
102	11	27	28	29	30	
103	11	15	28	29	42	
104	11	15	28	29	30	
105	11	42	29	30	17	
106	11	42	29	30	31	
107	11	28	29	30	17	
108	11	28	29	30	31	
109	11	17	30	31	44	
110	11	17	30	31	32	
111	11	29	30	31	44	
112	11	29	30	31	32	
113	11	44	31	32	33	
114	11	44	31	32	19	
115	11	30	31	32	33	
116	11	30	31	32	19	
117	11	19	32	33	34	
118	11	19	32	33	46	
119	11	31	32	33	34	
120	11	31	32	33	46	
121	11	46	33	34	35	
122	11	46	33	34	21	
123	11	32	33	34	35	
124	11	32	33	34	21	
125	11	33	34	35	36	
126	11	33	34	35	48	
127	11	21	34	35	36	
128	11	21	34	35	48	
129	11	34	35	36	37	
130	11	34	35	36	23	
131	11	48	35	36	37	
132	11	48	35	36	23	
133	11	35	36	37	50	
134	11	35	36	37	38	
135	11	23	36	37	50	
136	11	23	36	37	38	
137	11	50	37	38	25	
138	11	50	37	38	39	
139	11	36	37	38	25	
140	11	36	37	38	39	
141	10	25	38	39	123	
142	13	25	38	39	52	
143	10	37	38	39	123	
144	13	37	38	39	52	
145	10	122	40	41	42	
146	10	122	40	41	54	
147	11	27	40	41	42	
148	11	27	40	41	54	
149	11	54	41	42	43	
150	11	54	41	42	29	
151	11	40	41	42	43	
152	11	40	41	42	29	
153	11	41	42	43	44	
154	11	41	42	43	56	
155	11	29	42	43	44	
156	11	29	42	43	56	
157	11	42	43	44	45	
158	11	42	43	44	31	
159	11	56	43	44	45	
160	11	56	43	44	31	
161	11	43	44	45	58	
162	11	43	44	45	46	
163	11	31	44	45	58	
164	11	31	44	45	46	
165	11	58	45	46	33	
166	11	58	45	46	47	
167	11	44	45	46	33	
168	11	44	45	46	47	
169	11	33	46	47	60	
170	11	33	46	47	48	
171	11	45	46	47	60	
172	11	45	46	47	48	
173	11	60	47	48	49	
174	11	60	47	48	35	
175	11	46	47	48	49	
176	11	46	47	48	35	
177	11	35	48	49	50	
178	11	35	48	49	62	
179	11	47	48	49	50	
180	11	47	48	49	62	
181	11	62	49	50	51	
182	11	62	49	50	37	
183	11	48	49	50	51	
184	11	48	49	50	37	
185	13	49	50	51	52	
186	11	49	50	51	64	
187	13	37	50	51	52	
188	11	37	50	51	64	
189	7	50	51	52	124	
190	9	50	51	52	39	
191	7	64	51	52	124	
192	9	64	51	52	39	
193	13	66	53	54	41	
194	13	66	53	54	55	
195	10	125	53	54	41	
196	10	125	53	54	55	
197	11	41	54	55	68	
198	11	41	54	55	56	
199	11	53	54	55	68	
200	11	53	54	55	56	
201	11	68	55	56	57	
202	11	68	55	56	43	
203	11	54	55	56	57	
204	11	54	55	56	43	
205	11	43	56	57	58	
206	11	43	56	57	70	
207	11	55	56	57	58	
208	11	55	56	57	70	
209	11	70	57	58	59	
210	11	70	57	58	45	
211	11	56	57	58	59	
212	11	56	57	58	45	
213	11	57	58	59	60	
214	11	57	58	59	72	
215	11	45	58	59	60	
216	11	45	58	59	72	
217	11	58	59	60	61	
218	11	58	59	60	47	
219	11	72	59	60	61	
220	11	72	59	60	47	
221	11	59	60	61	74	
222	11	59	60	61	62	
223	11	47	60	61	74	
224	11	47	60	61	62	
225	11	74	61	62	49	
226	11	74	61	62	63	
227	11	60	61	62	49	
228	11	60	61	62	63	
229	11	49	62	63	76	
230	11	49	62	63	64	
231	11	61	62	63	76	
232	11	61	62	63	64	
233	13	76	63	64	65	
234	11	76	63	64	51	
235	13	62	63	64	65	
236	11	62	63	64	51	
237	9	51	64	65	78	
