   1.0000000e+00   1.0000000e+00   1.1000000e+01   1.5000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0000000e+00   1.0000000e+00   1.0000000e+00  -1.1500000e-01   1.2253000e+00  -7.0740000e-01   0.0000000e+00
   3.0000000e+00   1.0000000e+00   1.0000000e+00   0.0000000e+00   2.4505000e+00   0.0000000e+00   0.0000000e+00
   4.0000000e+00   1.0000000e+00   1.1000000e+01   1.5000000e-01   3.6758000e+00  -7.0740000e-01   0.0000000e+00
   5.0000000e+00   1.0000000e+00   1.0000000e+00   0.0000000e+00   4.9010000e+00   0.0000000e+00   0.0000000e+00
   6.0000000e+00   1.0000000e+00   1.1000000e+01   1.5000000e-01   6.1263000e+00  -7.0740000e-01   0.0000000e+00
   7.0000000e+00   1.0000000e+00   1.0000000e+00   0.0000000e+00   7.3515000e+00   0.0000000e+00   0.0000000e+00
   8.0000000e+00   1.0000000e+00   1.0000000e+00  -1.1500000e-01   8.5768000e+00  -7.0740000e-01   0.0000000e+00
   9.0000000e+00   1.0000000e+00   1.1000000e+01   1.5000000e-01   9.8020000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+01   1.0000000e+00   1.1000000e+01   1.5000000e-01   0.0000000e+00   1.4148000e+00   0.0000000e+00
   1.1000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   1.2253000e+00   2.1222000e+00   0.0000000e+00
   1.2000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   2.4505000e+00   1.4148000e+00   0.0000000e+00
   1.3000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   3.6758000e+00   2.1222000e+00   0.0000000e+00
   1.4000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   4.9010000e+00   1.4148000e+00   0.0000000e+00
   1.5000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   6.1263000e+00   2.1222000e+00   0.0000000e+00
   1.6000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   7.3515000e+00   1.4148000e+00   0.0000000e+00
   1.7000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   8.5768000e+00   2.1222000e+00   0.0000000e+00
   1.8000000e+01   1.0000000e+00   1.0000000e+00  -1.1500000e-01   9.8020000e+00   1.4148000e+00   0.0000000e+00
   1.9000000e+01   1.0000000e+00   1.0000000e+00  -1.1500000e-01   0.0000000e+00   4.2444000e+00   0.0000000e+00
   2.0000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   1.2253000e+00   3.5370000e+00   0.0000000e+00
   2.1000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   2.4505000e+00   4.2444000e+00   0.0000000e+00
   2.2000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   3.6758000e+00   3.5370000e+00   0.0000000e+00
   2.3000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   4.9010000e+00   4.2444000e+00   0.0000000e+00
   2.4000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   6.1263000e+00   3.5370000e+00   0.0000000e+00
   2.5000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   7.3515000e+00   4.2444000e+00   0.0000000e+00
   2.6000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   8.5768000e+00   3.5370000e+00   0.0000000e+00
   2.7000000e+01   1.0000000e+00   1.0000000e+00  -1.1500000e-01   9.8020000e+00   4.2444000e+00   0.0000000e+00
   2.8000000e+01   1.0000000e+00   1.0000000e+00  -1.1500000e-01   0.0000000e+00   5.6592000e+00   0.0000000e+00
   2.9000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   1.2253000e+00   6.3666000e+00   0.0000000e+00
   3.0000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   2.4505000e+00   5.6592000e+00   0.0000000e+00
   3.1000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   3.6758000e+00   6.3666000e+00   0.0000000e+00
   3.2000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   4.9010000e+00   5.6592000e+00   0.0000000e+00
   3.3000000e+01   1.0000000e+00   1.0000000e+00   0.0000000e+00   6.1263000e+00   6.3666000e+00   0.0000000e+00
