1	1	63	1	2	3	
2	2	63	1	2	55	
3	3	10	1	2	3	
4	4	10	1	2	55	
5	5	1	2	3	12	
6	6	1	2	3	4	
7	7	55	2	3	12	
8	8	55	2	3	4	
9	9	12	3	4	5	
10	1	12	3	4	56	
11	9	2	3	4	5	
12	1	2	3	4	56	
13	10	3	4	5	6	
14	9	3	4	5	14	
15	11	56	4	5	6	
16	1	56	4	5	14	
17	11	4	5	6	57	
18	10	4	5	6	7	
19	1	14	5	6	57	
20	9	14	5	6	7	
21	1	57	6	7	16	
22	1	57	6	7	8	
23	9	5	6	7	16	
24	9	5	6	7	8	
25	5	16	7	8	9	
26	7	16	7	8	58	
27	6	6	7	8	9	
28	8	6	7	8	58	
29	2	58	8	9	65	
30	12	58	8	9	18	
31	1	7	8	9	65	
32	9	7	8	9	18	
33	3	1	10	11	20	
34	3	1	10	11	12	
35	1	64	10	11	20	
36	1	64	10	11	12	
37	13	20	11	12	13	
38	13	20	11	12	3	
39	5	10	11	12	13	
40	5	10	11	12	3	
41	13	11	12	13	14	
42	13	11	12	13	22	
43	13	3	12	13	14	
44	13	3	12	13	22	
45	13	12	13	14	5	
46	13	12	13	14	15	
47	13	22	13	14	5	
48	13	22	13	14	15	
49	13	5	14	15	24	
50	13	5	14	15	16	
51	13	13	14	15	24	
52	13	13	14	15	16	
53	13	24	15	16	17	
54	13	24	15	16	7	
55	13	14	15	16	17	
56	13	14	15	16	7	
57	13	7	16	17	18	
58	13	7	16	17	26	
59	13	15	16	17	18	
60	13	15	16	17	26	
61	5	26	17	18	9	
62	7	26	17	18	66	
63	5	16	17	18	9	
64	7	16	17	18	66	
65	13	28	19	20	21	
66	13	28	19	20	11	
67	7	67	19	20	21	
68	7	67	19	20	11	
69	13	19	20	21	22	
70	13	19	20	21	30	
71	13	11	20	21	22	
72	13	11	20	21	30	
73	13	20	21	22	13	
74	13	20	21	22	23	
75	13	30	21	22	13	
76	13	30	21	22	23	
77	13	13	22	23	32	
78	13	13	22	23	24	
79	13	21	22	23	32	
80	13	21	22	23	24	
81	13	32	23	24	25	
82	13	32	23	24	15	
83	13	22	23	24	25	
84	13	22	23	24	15	
85	13	15	24	25	26	
86	13	15	24	25	34	
87	13	23	24	25	26	
88	13	23	24	25	34	
89	13	34	25	26	17	
90	13	34	25	26	27	
91	13	24	25	26	17	
92	13	24	25	26	27	
93	5	25	26	27	36	
94	7	25	26	27	69	
95	5	17	26	27	36	
96	7	17	26	27	69	
97	13	19	28	29	30	
98	13	19	28	29	38	
99	7	68	28	29	30	
100	7	68	28	29	38	
101	13	28	29	30	21	
102	13	28	29	30	31	
103	13	38	29	30	21	
104	13	38	29	30	31	
105	13	21	30	31	40	
106	13	21	30	31	32	
107	13	29	30	31	40	
108	13	29	30	31	32	
109	13	40	31	32	33	
110	13	40	31	32	23	
111	13	30	31	32	33	
112	13	30	31	32	23	
113	13	23	32	33	34	
114	13	23	32	33	42	
115	13	31	32	33	34	
116	13	31	32	33	42	
117	13	42	33	34	25	
