1	1	11	0.15	0	0	0	
2	1	1	-0.115	1.2253	-0.7074	0	
3	1	1	0	2.4505	0	0	
4	1	11	0.15	3.6758	-0.7074	0	
5	1	1	0	4.901	0	0	
6	1	11	0.15	6.1263	-0.7074	0	
7	1	1	0	7.3515	0	0	
8	1	1	-0.115	8.5768	-0.7074	0	
9	1	11	0.15	9.802	0	0	
10	1	11	0.15	0	1.4148	0	
11	1	1	0	1.2253	2.1222	0	
12	1	1	0	2.4505	1.4148	0	
13	1	1	0	3.6758	2.1222	0	
14	1	1	0	4.901	1.4148	0	
15	1	1	0	6.1263	2.1222	0	
16	1	1	0	7.3515	1.4148	0	
17	1	1	0	8.5768	2.1222	0	
18	1	1	-0.115	9.802	1.4148	0	
19	1	1	-0.115	0	4.2444	0	
20	1	1	0	1.2253	3.537	0	
21	1	1	0	2.4505	4.2444	0	
22	1	1	0	3.6758	3.537	0	
23	1	1	0	4.901	4.2444	0	
24	1	1	0	6.1263	3.537	0	
25	1	1	0	7.3515	4.2444	0	
26	1	1	0	8.5768	3.537	0	
27	1	1	-0.115	9.802	4.2444	0	
28	1	1	-0.115	0	5.6592	0	
29	1	1	0	1.2253	6.3666	0	
30	1	1	0	2.4505	5.6592	0	
31	1	1	0	3.6758	6.3666	0	
32	1	1	0	4.901	5.6592	0	
33	1	1	0	6.1263	6.3666	0	
34	1	1	0	7.3515	5.6592	0	
35	1	1	0	8.5768	6.3666	0	
36	1	11	0.15	9.802	5.6592	0	
37	1	1	-0.115	0	8.4888	0	
38	1	1	0	1.2253	7.7814	0	
39	1	1	0	2.4505	8.4888	0	
40	1	1	0	3.6758	7.7814	0	
41	1	1	0	4.901	8.4888	0	
42	1	1	0	6.1263	7.7814	0	
43	1	1	0	7.3515	8.4888	0	
44	1	1	0	8.5768	7.7814	0	
45	1	11	0.15	9.802	8.4888	0	
46	1	11	0.15	0	9.9036	0	
47	1	1	-0.115	1.2253	10.611	0	
48	1	1	0	2.4505	9.9036	0	
49	1	1	-0.115	3.6758	10.611	0	
50	1	1	0	4.901	9.9036	0	
51	1	11	0.15	6.1263	10.611	0	
52	1	1	0	7.3515	9.9036	0	
53	1	1	-0.115	8.5768	10.611	0	
54	1	11	0.15	9.802	9.9036	0	
55	1	2	0.115	1.2253	-1.7844	0	
56	1	7	-0.585	3.6758	-2.1074	0	
57	1	7	-0.585	6.1263	-2.1074	0	
58	1	2	0.115	8.5768	-1.7844	0	
59	1	2	0.115	1.2253	11.688	0	
60	1	2	0.115	3.6758	11.688	0	
61	1	7	-0.585	6.1263	12.011	0	
62	1	2	0.115	8.5768	11.688	0	
63	1	7	-0.585	-1.2124	-0.7	0	
64	1	7	-0.585	-1.2124	2.1148	0	
65	1	7	-0.585	11.0145	-0.7	0	
66	1	2	0.115	10.7347	1.9533	0	
67	1	2	0.115	-0.93271	3.7059	0	
68	1	2	0.115	-0.93271	6.1977	0	
69	1	2	0.115	10.7347	3.7059	0	
70	1	7	-0.585	11.0145	6.3592	0	
71	1	2	0.115	-0.93271	7.9503	0	
72	1	7	-0.585	-1.2124	10.6036	0	
73	1	7	-0.585	11.0145	7.7888	0	
74	1	7	-0.585	11.0145	10.6036	0	
75	1	5	0.435	3.6758	-2.8074	0.7	
76	1	5	0.435	6.1263	-2.8074	0.7	
77	1	5	0.435	6.1263	12.711	-0.7	
78	1	5	0.435	-1.8187	-1.05	-0.7	
79	1	5	0.435	-1.8187	2.4648	-0.7	
80	1	5	0.435	11.6207	-1.05	0.7	
81	1	5	0.435	11.6207	6.7092	-0.7	
82	1	5	0.435	-1.8187	10.9536	-0.7	
83	1	5	0.435	11.6207	7.4388	-0.7	
84	1	5	0.435	11.6207	10.9536	-0.7	
